Class,City,State,Country,Zipcode,Patent,GYear,AppYearStr,lower,upper,Location,Category,csacode,msacode
,NEW YORK,NY,US,10292,D0399427,1998,1996,05377869-1,05377869-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,05367148,1994,1991,04051487-1,04051487-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0399580,1998,1997,03912918-1,03912918-1,NEW YORK-NY-US,NA,NA,NA
424,NEW YORK,NY,US,10292,07192586,2007,2002,04713352-1,04713352-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0399648,1998,1996,D0399648-1,D0399648-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07837118,2010,2009,06581839-1,06581839-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0399756,1998,1995,D0396189-2,D0396189-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0399756,1998,1995,06626380-3,06626380-3,NEW YORK-NY-US,NA,NA,NA
424,NEW YORK,NY,US,10292,05914109,1999,1994,05731189-1,05731189-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0399837,1998,1997,06896145-1,06896145-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0399890,1998,1997,05316483-1,05316483-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0400005,1998,1996,04911162-1,04911162-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0400015,1998,1997,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0400022,1998,1997,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0400350,1998,1998,05035069-1,05035069-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0400364,1998,1997,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
424,NEW YORK,NY,US,10292,04499078,1985,1983,03898325-1,03898325-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0400434,1998,1995,05833124-1,05833124-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,04297570,1981,1979,04297570-3,04297570-3,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,06824057,2004,2001,04540292-2,04540292-2,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,06601759,2003,2001,06601759-3,06601759-3,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0400702,1998,1997,07314138-0,07314138-0,NEW YORK-NY-US,NA,NA,NA
514,NEW YORK,NY,US,10292,05668179,1997,1995,05055608-2,05055608-2,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0400784,1998,1997,05958855-2,05958855-2,NEW YORK-NY-US,NA,NA,NA
424,NEW YORK,NY,US,10292,06036965,2000,1998,03932609-2,03932609-2,NEW YORK-NY-US,Drugs & Medical,NA,NA
424,NEW YORK,NY,US,10292,06652862,2003,2001,05198541-2,05198541-2,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0400801,1998,1997,06601591-2,06601591-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0400801,1998,1997,05899343-3,05899343-3,NEW YORK-NY-US,NA,NA,NA
424,NEW YORK,NY,US,10292,07807160,2010,2006,07138264-2,07138264-2,NEW YORK-NY-US,Drugs & Medical,NA,NA
235,NEW YORK,NY,US,10292,07093767,2006,2004,06581839-4,06581839-4,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0400926,1998,1998,04271999-1,04271999-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,06817538,2004,2002,05260108-3,05260108-3,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,07600691,2009,2004,04540292-2,04540292-2,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0401042,1998,1997,04494320-1,04494320-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07712668,2010,2007,04540292-2,04540292-2,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,07207481,2007,2004,07207481-1,07207481-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0401069,1998,1997,05046213-7,05046213-7,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0401069,1998,1997,05392483-3,05392483-3,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0401074,1998,1997,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0401079,1998,1997,D0401079-1,D0401079-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0401138,1998,1997,D0401138-1,D0401138-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0401138,1998,1997,D0401138-2,D0401138-2,NEW YORK-NY-US,NA,NA,NA
424,NEW YORK,NY,US,10292,05405603,1995,1994,03933825-2,03933825-2,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0401237,1998,1998,05862949-5,05862949-5,NEW YORK-NY-US,NA,NA,NA
135,NEW YORK,NY,US,10292,04572226,1986,1984,03858587-2,03858587-2,NEW YORK-NY-US,Others,NA,NA
235,NEW YORK,NY,US,10292,07600683,2009,2007,06331824-1,07600683-0,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0401286,1998,1997,D0401286-2,D0401286-2,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,06843419,2005,2001,04540292-2,04540292-2,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,06634550,2003,2000,06341268-4,06341268-4,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0401507,1998,1997,06223942-4,06223942-4,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0401583,1998,1996,04828513-2,04828513-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0401740,1998,1997,04494320-1,04494320-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0401796,1998,1997,D0401796-1,D0401796-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0401797,1998,1997,D0401796-1,D0401796-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07207479,2007,2003,07207479-1,07207479-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0401962,1998,1998,D0401962-1,D0401962-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402114,1998,1997,05490616-3,05490616-3,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402115,1998,1997,05490616-3,05490616-3,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402118,1998,1997,05490616-3,05490616-3,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402130,1998,1997,04911162-1,04911162-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402150,1998,1998,D0402150-1,D0402150-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402163,1998,1997,04741486-2,04741486-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402207,1998,1998,D0402207-1,D0402207-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402226,1998,1997,06007907-1,06007907-1,NEW YORK-NY-US,NA,NA,NA
514,NEW YORK,NY,US,10292,04997851,1991,1987,04491589-3,04491589-3,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0402306,1998,1998,D0402306-2,D0402306-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402403,1998,1996,D0402403-2,D0402403-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402403,1998,1996,D0402403-3,D0402403-3,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402403,1998,1996,D0402403-4,D0402403-4,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402411,1998,1997,D0402411-1,D0402411-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402471,1998,1997,05490616-3,05490616-3,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402506,1998,1997,04852272-1,04852272-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402507,1998,1998,04852272-1,04852272-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402511,1998,1998,04852272-1,04852272-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402512,1998,1997,06030061-1,06030061-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402512,1998,1997,05087254-1,05087254-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402512,1998,1997,D0402512-3,D0402512-3,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07780088,2010,2006,06651886-3,06651886-3,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0402645,1998,1997,06896145-1,06896145-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,06352201,2002,2000,05993047-1,05993047-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0402828,1998,1997,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0402988,1998,1996,04828513-2,04828513-2,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07624921,2009,2007,07191939-1,07191939-1,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,07472827,2009,2004,07441697-0,07441697-0,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,06695209,2004,1999,05665956-1,05665956-1,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,04551620,1985,1982,05000398-1,05000398-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0403082,1998,1997,D0403082-2,D0403082-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403082,1998,1997,D0403082-3,D0403082-3,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403083,1998,1997,D0403082-2,D0403082-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403083,1998,1997,D0403082-3,D0403082-3,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403096,1998,1997,D0389265-1,D0389265-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403096,1998,1997,D0389265-2,D0389265-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403097,1998,1997,D0389265-1,D0389265-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403098,1998,1997,D0389265-1,D0389265-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403098,1998,1997,D0389265-2,D0389265-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403118,1998,1998,D0403118-2,D0403118-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403124,1998,1994,05064082-2,05064082-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403151,1998,1997,D0403151-1,D0403151-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403155,1998,1998,D0396952-1,D0396952-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403156,1998,1998,D0396952-1,D0396952-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403157,1998,1998,D0396952-1,D0396952-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403167,1998,1997,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403196,1998,1996,04271999-1,04271999-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07242816,2007,2004,07156311-0,07156311-0,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,06805290,2004,2002,05970470-3,05970470-3,NEW YORK-NY-US,Mechanical,NA,NA
514,NEW YORK,NY,US,10292,05227368,1993,1990,05227368-1,05227368-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
235,NEW YORK,NY,US,10292,07143945,2006,2004,04540292-2,04540292-2,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0403592,1999,1997,D0391848-2,D0391848-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403607,1999,1998,D0403607-1,D0403607-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403608,1999,1998,D0403607-1,D0403607-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403609,1999,1998,D0403607-1,D0403607-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403611,1999,1997,05588310-1,05588310-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403677,1999,1997,D0403677-1,D0403677-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,05578808,1996,1995,05530232-1,05530232-1,NEW YORK-NY-US,Mechanical,NA,NA
514,NEW YORK,NY,US,10292,05668119,1997,1996,05482711-1,05482711-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
235,NEW YORK,NY,US,10292,07392953,2008,2006,06279170-1,06279170-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0403857,1999,1997,D0403857-1,D0403857-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403887,1999,1997,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403888,1999,1997,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403894,1999,1997,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0403900,1999,1996,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
704,NEW YORK,NY,US,10292,07409345,2008,2003,06314399-1,06314399-1,NEW YORK-NY-US,Computers & Communications,NA,NA
,NEW YORK,NY,US,10292,D0404002,1999,1997,D0404002-1,D0404002-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07124947,2006,2002,04051487-1,04051487-1,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,07617981,2009,2007,06118890-1,06118890-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0404030,1999,1997,04250787-1,04250787-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404036,1999,1997,04828513-2,04828513-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404056,1999,1998,D0402306-2,D0402306-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404163,1999,1997,D0389265-1,D0389265-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404166,1999,1997,D0389265-1,D0389265-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404166,1999,1997,D0389265-2,D0389265-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404171,1999,1997,D0389265-2,D0389265-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404237,1999,1997,05848448-1,05848448-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404268,1999,1998,D0570357-6,D0570357-6,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404271,1999,1998,04963115-1,04963115-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404313,1999,1998,D0402207-1,D0402207-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404318,1999,1998,05072601-1,05072601-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07552866,2009,2005,07552866-1,07552866-1,NEW YORK-NY-US,Mechanical,NA,NA
424,NEW YORK,NY,US,10292,07507788,2009,2003,07507788-1,07507788-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0404639,1999,1998,04563785-1,04563785-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404651,1999,1997,06367670-4,06367670-4,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404764,1999,1998,06244153-3,06244153-3,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404768,1999,1998,04271999-1,04271999-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,05786587,1998,1996,04462851-1,04462851-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0404837,1999,1997,04250787-1,04250787-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404865,1999,1997,D0404865-1,D0404865-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404867,1999,1998,06270155-1,06270155-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0404987,1999,1996,06151992-1,06151992-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405115,1999,1998,04271999-1,04271999-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405296,1999,1998,D0405296-1,D0405296-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405359,1999,1998,D0405359-1,D0405359-1,NEW YORK-NY-US,NA,NA,NA
704,NEW YORK,NY,US,10292,07636659,2009,2005,07636659-0,07636659-0,NEW YORK-NY-US,Computers & Communications,NA,NA
235,NEW YORK,NY,US,10292,07798415,2010,2005,07429927-2,07429927-2,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,07837100,2010,2006,07837100-3,07837100-3,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0405526,1999,1997,06207048-1,06207048-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405544,1999,1997,D0396793-1,D0396793-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405561,1999,1998,D0446362-1,D0446362-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405684,1999,1997,06601591-2,06601591-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405684,1999,1997,05899343-3,05899343-3,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07395969,2008,2004,04540292-2,04540292-2,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0405901,1999,1998,03912918-1,03912918-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07686223,2010,2007,06651886-3,06651886-3,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0405966,1999,1997,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405992,1999,1997,06030061-1,06030061-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405992,1999,1997,05087254-1,05087254-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405992,1999,1997,D0402512-3,D0402512-3,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405999,1999,1997,06030061-1,06030061-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405999,1999,1997,05087254-1,05087254-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0405999,1999,1997,D0402512-3,D0402512-3,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07503490,2009,2008,07448542-6,07448542-6,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0406165,1999,1996,04703892-1,04703892-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0406167,1999,1998,04911162-1,04911162-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0406168,1999,1998,04911162-1,04911162-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0406169,1999,1998,04911162-1,04911162-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0406170,1999,1998,04911162-1,04911162-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0406171,1999,1998,04911162-1,04911162-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0406189,1999,1998,06182296-1,06182296-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0406268,1999,1998,D0389238-2,D0389238-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0406287,1999,1998,D0406287-1,D0406287-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07703683,2010,2007,04540292-2,04540292-2,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,07637428,2009,2007,05988346-2,05988346-2,NEW YORK-NY-US,Mechanical,NA,NA
514,NEW YORK,NY,US,10292,04925873,1990,1988,04925873-1,04925873-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
235,NEW YORK,NY,US,10292,07451932,2008,2004,04540292-2,04540292-2,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0406458,1999,1998,D0396952-1,D0396952-1,NEW YORK-NY-US,NA,NA,NA
704,NEW YORK,NY,US,10292,06701295,2004,2003,06032111-1,06032111-1,NEW YORK-NY-US,Computers & Communications,NA,NA
235,NEW YORK,NY,US,10292,07137552,2006,2004,06581839-1,06581839-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0406708,1999,1996,D0406708-1,D0406708-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07611051,2009,2007,07191939-1,07191939-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0406720,1999,1998,D0436788-2,D0436788-2,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07549576,2009,2006,07144011-0,07144011-0,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0406770,1999,1998,D0401138-1,D0401138-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0406770,1999,1998,D0401138-2,D0401138-2,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07549576,2009,2006,07534169-2,07534169-2,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0406834,1999,1997,D0406834-3,D0406834-3,NEW YORK-NY-US,NA,NA,NA
424,NEW YORK,NY,US,10292,06855339,2005,2004,04961926-1,04961926-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
235,NEW YORK,NY,US,10292,07503489,2009,2006,07503489-1,07503489-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0406955,1999,1997,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
514,NEW YORK,NY,US,10292,05866539,1999,1996,04980163-1,04980163-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0407215,1999,1997,D0407215-1,D0407215-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0407231,1999,1998,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0407233,1999,1997,D0388975-2,D0388975-2,NEW YORK-NY-US,NA,NA,NA
424,NEW YORK,NY,US,10292,04940585,1990,1989,04940585-1,04940585-1,NEW YORK-NY-US,Drugs & Medical,NA,NA
235,NEW YORK,NY,US,10292,04749846,1988,1982,04749846-1,04749846-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0407486,1999,1996,D0430977-1,D0430977-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0407528,1999,1998,D0407528-1,D0407528-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07398931,2008,2007,06581839-1,06581839-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0407614,1999,1994,04011431-1,04011431-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,05548110,1996,1994,04051487-1,04051487-1,NEW YORK-NY-US,Mechanical,NA,NA
424,NEW YORK,NY,US,10292,04832945,1989,1986,03912665-3,03912665-3,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0407942,1999,1998,D0407942-1,D0407942-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0407973,1999,1998,07048144-1,D0389651-2,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0408085,1999,1998,D0400266-1,D0400266-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0408130,1999,1997,06164451-1,06164451-1,NEW YORK-NY-US,NA,NA,NA
514,NEW YORK,NY,US,10292,05935962,1999,1997,05935962-3,05935962-3,NEW YORK-NY-US,Drugs & Medical,NA,NA
,NEW YORK,NY,US,10292,D0408181,1999,1998,04711491-1,04711491-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,06119931,2000,1997,05993047-1,05993047-1,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,05548110,1996,1994,04814589-2,04814589-2,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0408315,1999,1997,D0408315-1,D0408315-1,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0408317,1999,1998,05845378-1,05845378-1,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07309015,2007,2005,07168621-1,07168621-1,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0408540,1999,1997,D0408540-3,D0408540-3,NEW YORK-NY-US,NA,NA,NA
,NEW YORK,NY,US,10292,D0408540,1999,1997,05105941-3,05105941-3,NEW YORK-NY-US,NA,NA,NA
235,NEW YORK,NY,US,10292,07383989,2008,2006,06581839-1,06581839-1,NEW YORK-NY-US,Mechanical,NA,NA
235,NEW YORK,NY,US,10292,06834804,2004,2001,04540292-2,04540292-2,NEW YORK-NY-US,Mechanical,NA,NA
,NEW YORK,NY,US,10292,D0408635,1999,1996,05906420-5,05906420-5,NEW YORK-NY-US,NA,NA,NA
